gene,PanCancer_Core_Fitness,bagel_essential_curated,Ribosomal_Proteins,DNA_replication,RNA_polymerase,Proteasome,Spliceosome,Histones
RPAIN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SRPRB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WNK1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ASH2L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CMTR1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRTAP4-8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MBTPS2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TFAM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GMNN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GTF2IRD2B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ING3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LSM10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MED12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPL43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PGAM1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARPC2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NHLRC2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SHQ1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BARD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EMC7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM91A1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TSEN2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSTF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNAJC11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNM1L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PPIE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SLC4A7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SOD2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRAPPC13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BTF3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GFER,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NSMCE4A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PFDN5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZNHIT6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C16orf80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C1orf109,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KIF14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MARS2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OLA1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLR2M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TTF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UFC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZRSR2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COX19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DRD5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GOLT1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GTF2H4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HUS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LCE2B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MCPH1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TAF8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VRK1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VTI1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GNB1L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SMG7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UBA3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WAC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WDR55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ASCC3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLASRP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM25A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GAR1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRTAP12-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NAE1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRT86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDSS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PTMA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SRP14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
YEATS4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COX7C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IGLON5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ITGAV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPL37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NOP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PAXBP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
STIL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TYMS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UBE2H,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZNF285,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C19orf53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GAPDH,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IDH3A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NOLC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PIK3C3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TTC4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATL2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CENPT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ISCA2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PGK1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TIMM22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TPI1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BNIP3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CD3D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DEFB129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FXN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LGALS9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLA2G10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WDR74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAK1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
INTS10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MOB4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RAP1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TAF13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VPS13D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDK12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CRLS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GOT2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KIAA1432,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPL35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPS18A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TBCC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRA2B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UTP23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZNF431,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF1AY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KAT5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NXT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VPS16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ASNA1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POTEG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RMI1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ADH5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EXOC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MTPAP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NDUFA11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NELFE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NOL11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SRSF6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
URM1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VPS35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCDC12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCNL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CFL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CKS2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM133B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRP63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NDC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
YARS2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
YWHAZ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZNF486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BOLA3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTAG1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRTAP9-6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MINOS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPS34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NDUFB7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RBM48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SKP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CELSR2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SDHD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BDP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MT1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORC3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TCERG1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZNF574,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COX6B1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MCL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPS25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDCD5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PPP4R2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZCRB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZNF593,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
METAP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NUPL1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RAB6A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
XRCC3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ACO2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C12orf75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHCHD3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOHH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HIST1H2BD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
LIMS3L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RRP36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TMEM242,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AK4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATP5J,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BPTF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C14orf166,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CAB39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CFLAR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LCE5A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NDUFS5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
QRSL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TCEAL7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TFB2M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
XAGE3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZNF236,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AGAP6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCNC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COQ4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DCTN4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GFPT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KIF20A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RAB1A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RNF168,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATP5L2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CPSF4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ELP6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MAP1LC3B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPS33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PARL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTDNEP1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDX55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IMPDH2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MAD2L1BP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NDE1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRKRA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TAF1D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRAIP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZNF141,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IMMT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PIGY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PYURF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VBP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HIGD2A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LYRM5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRPF39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RAD9A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RWDD4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ACTR8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AIFM1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDIPT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHORDC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COG1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DEFB103B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EFR3A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LGALS9C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MED8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPL38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MVD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NMT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NXF2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SNRNP48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WDR24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CEP55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHD4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HIST2H2BE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
RAB10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RANBP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TUFM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DCP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM86A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HMGB3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IQCB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MOCS3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPL23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPL28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPL48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PPP2R3C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SDHB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ACLY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GEMIN2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GTF2H3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
INO80B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NUP35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RPL10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
SEC63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SUMO2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C7orf55-LUC7L2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTPS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GPR89A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HIST2H3A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
MRPL11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPS18C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPS35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NDUFS2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PTK2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RNASEK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RQCD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SURF6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TACC3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALG10B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C11orf73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PIK3R4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RGS13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RPL26L1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMY1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDK6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF3H,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IFNL2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IGF1R,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PSMG2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PTBP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZNF730,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDK4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTU2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
H2AFB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
KRAS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPL50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MSTO1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NAMPT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLRMT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RBM28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SRF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZC3H18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AKTIP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CXXC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM50A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRT8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
